2017-07-04,"103,59"
2017-07-05,"106,31"
2017-07-06,"104,19"
2017-07-07,"103,87"
2017-07-10,"104,67"
2017-07-11,"103,49"
2017-07-12,"105,98"
2017-07-13,"107,86"
2017-07-14,"108,97"
2017-07-17,"108,39"
2017-07-18,"107,95"
2017-07-19,"107,04"
2017-07-20,"105,98"
2017-07-21,"102,55"
2017-07-24,"102,12"
2017-07-25,"102,27"
2017-07-26,"104,34"
2017-07-27,"101,69"
2017-07-28,"102,75"
2017-07-31,"102,55"
2017-08-01,"103,62"
2017-08-02,"102,75"
2017-08-03,"102,8"
2017-08-04,"102,36"
2017-08-07,"101,73"
2017-08-08,"104,15"
2017-08-09,"103,95"
2017-08-10,"103,18"
2017-08-11,"102,46"
2017-08-14,"102,84"
2017-08-16,"103,9"
2017-08-17,"101,83"
2017-08-18,"104,48"
2017-08-21,"104,15"
2017-08-22,"103,86"
2017-08-23,"104,92"
2017-08-24,"109,98"
2017-08-25,"111,14"
2017-08-28,"115,57"
2017-08-29,"113,69"
2017-08-30,"114,46"
2017-08-31,"113,69"
2017-09-01,"114,56"
2017-09-04,"113,02"
2017-09-05,"112,82"
2017-09-06,"114,37"
2017-09-07,"114,56"
2017-09-08,"115,24"
2017-09-11,"121,5"
2017-09-12,"121,74"
2017-09-13,"120,2"
2017-09-14,"121,5"
2017-09-15,"121,89"
2017-09-18,"122,52"
2017-09-19,"120,73"
2017-09-20,"121,7"
2017-09-21,"116,05"
2017-09-22,"116,01"
2017-09-25,"115,86"
2017-09-26,"117,74"
2017-09-27,"118,27"
2017-09-28,"117,16"
2017-09-29,"117,36"
2017-10-02,"120,88"
2017-10-03,"121,31"
2017-10-04,"120,25"
2017-10-05,"122,47"
2017-10-06,"126,81"
2017-10-09,"126,32"
2017-10-10,"128,16"
2017-10-11,"129,22"
2017-10-12,"126,13"
2017-10-13,"127,29"
2017-10-16,"126,32"
2017-10-17,"125,84"
2017-10-18,"125,36"
2017-10-19,"116,49"
2017-10-20,"117,36"
2017-10-23,"119,29"
2017-10-24,"118,9"
2017-10-25,"120,64"
2017-10-26,"122,37"
2017-10-27,"125,02"
2017-10-30,"126,52"
2017-10-31,"124,11"
2017-11-02,"124,49"
2017-11-03,"124,11"
2017-11-06,"121,5"
2017-11-07,"119,62"
2017-11-08,"118,85"
2017-11-09,"118,22"
2017-11-10,"119,38"
2017-11-13,"119,29"
2017-11-14,"122,56"
2017-11-15,"117,65"
2017-11-16,"111,81"
2017-11-17,"116,25"
2017-11-20,"117,07"
2017-11-21,"116,3"
2017-11-22,"115,77"
2017-11-23,"118,13"
2017-11-24,"114,9"
2017-11-27,"118,13"
2017-11-28,"117,26"
2017-11-29,"111,86"
2017-11-30,"106,85"
2017-12-01,"102,89"
2017-12-04,"104,05"
2017-12-05,"106,94"
2017-12-06,"109,88"
2017-12-07,"107,71"
2017-12-08,"107,09"
2017-12-11,"98,745"
2017-12-12,"101,2"
2017-12-13,"101,45"
2017-12-14,"102,46"
2017-12-15,"102,41"
2017-12-18,"104,53"
2017-12-19,"105,16"
2017-12-20,"103,86"
2017-12-21,"106,89"
2017-12-22,"107,18"
2017-12-27,"108,97"
2017-12-28,"105,5"
2017-12-29,"102,22"
2018-01-03,"101,73"
2018-01-04,"103,18"
2018-01-05,"102,84"
2018-01-08,"106,46"
2018-01-09,"103,18"
2018-01-10,"102,27"
2018-01-11,"103,23"
2018-01-12,"103,66"
2018-01-15,"102,89"
2018-01-16,"105,5"
2018-01-17,"106,03"
2018-01-18,"104,87"
2018-01-19,"104,92"
2018-01-22,108
2018-01-23,"108,97"
2018-01-24,"107,33"
2018-01-25,"101,69"
2018-01-26,"105,54"
2018-01-29,"105,45"
2018-01-30,104
2018-01-31,"104,63"
2018-02-01,"104,05"
2018-02-02,"99,469"
2018-02-05,"101,06"
2018-02-06,"95,467"
2018-02-07,"97,106"
2018-02-08,"91,629"
2018-02-09,"90,163"
2018-02-12,"91,648"
2018-02-13,"92,902"
2018-02-14,"93,692"
2018-02-15,"90,915"
2018-02-16,"90,838"
2018-02-19,"90,626"
2018-02-20,"92,092"
2018-02-21,"92,092"
2018-02-22,"89,893"
2018-02-23,"89,681"
2018-02-26,"90,549"
2018-02-27,"95,274"
2018-02-28,"93,075"
2018-03-01,"92,439"
2018-03-02,"91,802"
2018-03-05,"89,315"
2018-03-06,"90,645"
2018-03-07,"90,53"
2018-03-08,"88,717"
2018-03-09,"90,645"
2018-03-12,"92,342"
2018-03-13,"91,34"
2018-03-14,"88,504"
2018-03-15,"87,945"
2018-03-16,"85,284"
2018-03-19,"84,57"
2018-03-20,"83,162"
2018-03-21,"87,444"
2018-03-22,"85,207"
2018-03-23,"82,931"
2018-03-26,"83,895"
2018-03-27,"83,143"
2018-03-28,"80,616"
2018-03-29,"81,118"
2018-04-03,"84,339"
2018-04-04,"82,776"
2018-04-05,"86,325"
2018-04-06,"89,469"
2018-04-09,"87,135"
2018-04-10,"85,862"
2018-04-11,"86,229"
2018-04-12,"88,042"
2018-04-13,"87,752"
2018-04-16,"88,196"
2018-04-17,"84,821"
2018-04-18,"85,303"
2018-04-19,"85,862"
2018-04-20,"84,763"
